ID,Taxonrich,logTN,ELEV,longitude,logprecip,logAREA,logCL,logHCO3,logSO4,SED,STRMTEMP,Percent.AGT,Percent.URB,Percent.Canopy,Riparian.Disturb.,ps_score,y_estimator
140,44,2.1583624930000003,1634,-103.662778,-0.26526847800000003,3.464797963,4.85903691,8.052516469,4.895598484,12.38095238,15.0,1.96,0.0,1.0,1.0,2.3572042361831165,45.820334820972995
141,62,1.8195439359999999,2276,-110.47555600000001,-0.249744233,5.53057922,3.2657594110000003,8.012692301,7.0914925,13.33333333,10.4,0.0,0.0,0.636363636,0.48486818200000004,2.0087217089155995,48.31827878113433
142,42,2.276461803,1532,-106.723056,-1.03563749,5.405735762999999,6.267579982999999,7.946978185,10.39002561,84.76190476,21.6,0.01,0.0,1.0,1.363636364,2.442035807267071,42.42707249053837
143,40,2.6580113969999997,1849,-109.35198000000001,-0.634878272,7.067217542000001,4.7630282710000005,7.834251789,4.716711561,58.0952381,24.6,1.16,0.69,0.954545455,1.4015181819999998,2.5103980569775213,37.5507449192277
144,51,2.004321375,317,-123.980278,0.592221262,4.146304301,5.047931079,7.418879511,5.166498792,6.666666667,17.0,0.0,0.01,0.0,0.0,1.9599187343637976,61.9485821268082
145,66,3.21510858,986,-119.208056,-0.541284831,2.96784707,3.864931398,8.160328229,6.208187531,17.14285714,13.1,0.09,0.01,0.318181818,0.0,2.1995882930678214,53.4446462723324
146,49,1.612783858,1698,-118.38238,-0.15665381,1.81319475,2.163323026,5.97031241,5.321545493,43.80952381,7.6,0.0,0.01,0.409090909,0.0,1.795921195166294,46.192281202427466
147,65,2.322219295,2378,-109.10663999999998,-1.016111067,3.845669505,4.021773869,7.9414716489999995,4.302712828,35.23809524,14.9,0.0,0.0,0.090909091,0.916668182,2.394030390789354,51.99732697026208
148,27,1.869231721,883,-112.07993,-0.5905905920000001,5.15068705,4.4103711080000005,8.072726836000001,4.851248709,23.80952381,21.9,0.0,0.0,1.0,0.0,2.2074232927582798,39.00292340807081
149,47,2.6117233090000003,2520,-109.31926999999999,-0.345311185,4.7770204430000005,3.5380565639999997,7.073968849,4.262679877,14.28571429,18.4,0.0,0.0,0.0,0.0,2.3853783312487113,47.804849077165706
150,62,1.9590413919999998,397,-118.772778,-0.675307262,4.455393261,5.328846572,8.21330748,9.135562945,25.71428571,18.2,0.04,0.0,0.318181818,0.0,2.1868892875716477,53.34641383518514
151,57,2.017033339,2309,-119.34277800000001,-0.338273859,3.2335673739999997,2.701361213,7.342769481,2.7080502010000003,20.95238095,14.5,0.0,0.0,0.0,0.0,1.9968554622706771,59.585208184810284
152,58,1.5797835969999998,180,-123.88138899999998,0.537077995,2.967332799,4.795790546,6.683659184,3.758871826,9.523809523999999,15.1,0.0,0.0,0.0,0.0,1.8664531115290548,62.10826674736385
153,59,2.40654018,2066,-107.29095,-0.234457311,5.457412943,3.360375387,7.5871102829999995,5.868449096,21.90476191,15.4,0.64,0.0,0.545454546,0.7500227270000001,2.2607573501955884,53.27228439385312
154,55,2.330413773,1473,-116.95473,-0.019182819,1.93441577,2.8273136219999997,7.421669927000001,5.535758222999999,11.42857143,9.7,0.0,0.0,0.0,0.954545455,2.070411180391154,54.769518682675375
155,44,2.11058971,1806,-112.382778,-0.436955775,4.054216771,2.602689685,6.874767348,5.916202062999999,17.14285714,8.8,0.0,0.0,0.0,0.0,2.050635444550436,46.46722859464382
156,46,2.485721427,1753,-112.30923,-0.555125883,3.141994781,4.3476939560000005,8.137574283,6.368873057,41.0,12.5,0.84,0.0,0.772727273,1.4318181819999998,2.3713925143785253,44.360547094752846
157,55,1.897627091,1514,-119.25261,-0.592397277,2.582486978,3.339321978,7.545774982,4.454347296,16.66666667,11.0,0.0,0.0,0.045454546,1.5,2.1789401444311376,56.242427387274034
158,67,1.880813592,1430,-118.37702900000001,-0.39898614200000004,1.486139696,2.517696473,7.271824248,5.083885756,15.23809524,19.7,0.0,0.0,0.590909091,0.0,2.0370152385287352,57.30319949552952
159,57,2.374748345,1211,-119.34993,-0.301105093,3.659450643,2.5649493569999997,7.049915122000001,2.014903021,2.857142857,15.5,0.0,0.0,0.13636363599999998,0.606090909,2.112267434677982,62.2643185329601
160,56,2.257678575,2914,-109.722222,-0.332679438,3.535145354,2.140066163,4.8894088369999995,3.5380565639999997,3.80952381,9.0,0.06,0.0,0.13636363599999998,1.530304546,2.278469425757452,46.03709423294914
161,66,2.4771212559999998,477,-122.52138899999999,0.733809162,0.38526240100000003,3.8999504239999996,6.148154143999999,2.797281335,1.904761905,10.1,0.0,0.0,0.0,0.0,2.180652300236582,63.96655350948847
162,49,1.662757831,675,-121.79269,0.9126842359999999,3.518980417,2.797281335,5.7744373829999995,4.487512143,2.857142857,12.3,0.0,0.0,0.0,0.0,1.7384108603063357,60.670221199986116
163,40,1.6720978569999998,806,-120.77601999999999,0.41277168299999994,1.036736885,1.960094784,5.028061955,4.007333185,6.666666667,7.7,0.0,0.0,0.0,0.0,1.7585283360136632,54.95588520253744
164,46,1.2552725040000001,1118,-120.82736000000001,0.11867153,1.353254507,1.609437912,6.302648541,4.25561271,5.714285714,6.2,0.0,0.0,0.5,0.0,1.6195989841064473,50.40700277394036
165,52,3.110252918,710,-101.928611,-0.8722738459999999,7.04582013,6.797717174,8.876888111,9.363782229,57.14285714,26.9,46.41,0.17,0.9090909090000001,1.5,3.062401490687792,41.38413138869261
166,43,2.245512668,1646,-112.49503999999999,-0.240798487,1.627277831,2.4765384,8.227093742000001,4.127134385,20.95238095,7.5,0.0,0.09,0.5,0.9545545459999999,2.123306832355683,42.862870774364936
167,44,2.201397124,3197,-106.56747,-0.449416996,2.580974119,2.341805806,6.568063866,3.321432413,0.9523809520000001,8.3,0.02,0.0,0.0,1.136368182,2.136680309111725,45.40079359544415
168,63,2.127104797,36,-122.2475,0.028587457,3.047375507,6.184355055,7.228157158999999,6.487227292999999,35.57692308,15.2,0.0,0.53,0.0,0.0,2.204058073596322,60.008757970862646
169,44,2.720159303,808,-101.71777,-0.8029620470000001,4.2910072360000004,5.211124155,8.668826649,5.920237038,94.28571429,22.0,16.27,0.5,0.9090909090000001,2.1667,2.9298187135953397,41.576003202112354
170,45,2.618048097,907,-103.17129,-0.5780343729999999,5.824080863,6.162050848,8.102667074,9.313970391,83.80952381,22.8,9.26,0.39,0.772727273,1.5,2.6551767835321836,42.80774922824957
171,21,3.07408469,574,-99.181111,-0.504181081,6.790457126000001,5.635146682,8.043375806,8.693412836,94.28571429,24.6,73.18,0.31,0.363636364,1.5,3.0427644286915663,25.047214957248016
172,27,2.6989700030000003,1259,-103.37700000000001,-0.9063404009999999,9.112392316000001,6.890914262000001,8.111801581,10.06181521,53.33333333,15.3,1.92,0.16,1.0,1.5,2.818336756027512,33.71203149206441
173,44,3.517855419,399,-98.05848,-0.6713856890000001,6.390559408,6.370072201,8.522832859,9.617344296,100.0,21.0,76.64,0.12,1.0,1.0,3.3775303209284764,38.24227044767872
174,48,2.499687082,2861,-111.29829,-0.37396644100000004,0.593326845,3.222867846,8.264066865,4.871373227,41.90476191,10.2,0.0,0.05,1.0,1.5,2.4151230078236177,41.398982604416126
175,45,2.252853032,1275,-109.52138899999999,-0.8119307170000001,5.260044204,6.42745886,7.726662042,7.347364132,21.90476191,17.3,0.34,0.04,0.090909091,0.0,2.289135725172706,45.84601815247091
176,68,2.240549248,1223,-118.57732,-0.40047756700000003,6.020222058,3.104586678,6.9758157160000005,2.7343675089999997,27.61904762,18.2,0.64,0.01,0.954545455,1.5,2.2639586683854716,59.65166362839365
177,49,1.77815125,261,-116.54888899999999,-0.85566611,3.109060959,4.496470769,7.817563042000001,5.983432375,34.28571429,18.3,0.27,0.0,0.0,0.0,2.2126380070130076,50.533328758582584
178,61,2.257678575,538,-123.815278,0.651804217,2.60194867,4.713127327,6.514906262999999,4.857484115,0.9523809520000001,14.6,0.13,0.0,0.0,0.0,2.0755195331093415,62.84575314578062
179,60,2.542825428,13,-124.180833,0.7966058890000001,3.1570004210000002,4.80073697,5.929140873,4.21508618,5.714285714,12.4,0.0,0.0,0.0,0.409090909,2.4048146400926944,59.95382794006167
180,53,1.995635195,1097,-116.73369,0.30084505899999997,3.6304555339999998,1.435084525,4.349606743,2.459588842,0.0,9.5,0.0,0.0,0.181818182,0.0,2.0137563921095674,53.3879203047591
181,38,2.720159303,2036,-119.011389,-0.8891620640000001,0.530628251,5.39997102,6.837016241000001,5.011301738999999,52.38095238,27.0,0.0,0.0,0.8636363640000001,1.5,2.6760750432230815,37.728875213228726
182,56,1.826074803,889,-122.11568,0.602675277,0.90825856,2.6878474939999997,6.204971295,1.2527629679999999,5.454545455,9.8,0.0,0.0,0.083333333,0.0,1.860868020533126,62.728680935776
183,67,2.176091259,936,-120.93914,0.154436353,3.345684672,2.954910279,6.819609077000001,4.14472077,1.904761905,9.5,0.0,0.0,0.318181818,0.0,1.8994964024164958,59.25128138448091
184,66,1.633468456,440,-122.48166699999999,0.8561160090000001,3.11750733,3.3877743610000004,5.521004813999999,3.5723456380000003,6.666666667,7.6,0.02,0.08,0.0,0.0,1.7184358154409705,61.050612431087735
185,34,2.127104797,1864,-113.44401,-0.25489225,3.6019589819999998,2.517696473,5.559064543,4.0910056610000005,50.47619048,8.1,3.24,0.05,1.0,1.0,2.2307427048284687,40.11856133350065
186,7,3.5440680430000002,705,-103.5468,-0.9781661359999999,9.682975536,5.355642433,8.393164844,9.079354309,71.42857143,23.7,17.18,0.01,1.0,0.33335,3.0875761270062876,13.372364749401877
187,55,2.322219295,1889,-109.11079,-0.410980289,3.096029995,4.2945606089999995,7.833143767999999,3.678829118,12.38095238,18.2,0.0,0.0,0.0,0.0,2.2562602806801113,53.454413407444115
188,81,1.85125835,2003,-119.11027800000001,0.001998003,3.371425223,2.066862759,5.305288015,1.30833282,15.23809524,20.6,0.0,0.0,0.272727273,0.0,1.8631546781450492,65.00147886312956
189,66,1.845098039,1112,-123.13083300000001,0.347129531,1.44926916,1.3609765530000002,7.668488675,4.6308379330000005,9.615384615,14.9,0.0,0.0,0.045454546,0.0,1.740505102328759,64.2527247845445
190,59,1.9822712340000002,512,-123.569167,0.8603550999999999,3.7709201639999996,3.210843653,6.565237931,2.939161922,0.970873786,13.3,0.0,0.0,0.0,0.0,1.8778448559645047,63.70460509160093
191,46,2.255272504,3032,-105.62576000000001,0.203756838,2.332143895,1.7227665980000002,4.247051343,3.342861805,16.66666667,8.2,0.0,0.0,0.0,0.0,2.0587713066097573,43.13575722985358
192,49,2.503790684,1620,-112.145556,-0.31745423100000003,2.379546134,4.587006215,8.096446375,5.56719881,38.095238099999996,22.3,1.13,0.0,0.590909091,1.0,2.4099690990914593,46.08842763127702
193,59,1.9590413919999998,1999,-115.22807,-0.23825718899999998,3.6288640219999997,2.862200881,7.024610772999999,4.881285622,15.23809524,13.7,0.0,0.0,0.0,0.68185,2.070889591051489,53.99624872207017
194,30,2.225309282,1917,-116.3475,-0.95191791,2.419478844,3.529297384,6.942295027999999,5.13990763,11.53846154,14.5,0.0,0.0,0.8636363640000001,1.5,2.3579090528262814,49.5189968125239
195,32,2.8567288910000004,882,-103.617222,-0.972861083,5.27371725,4.9842913189999996,9.234210792999999,8.559256016,78.09523809999999,17.0,1.33,0.0,1.0,1.5,2.882310448888518,35.08830244265152
196,56,2.437750564,2972,-110.08761000000001,-0.209487225,3.872242135,2.292534757,5.016498073999999,3.46885603,8.571428571,11.1,0.03,0.0,0.0,1.0,2.262712611875875,53.08518229792462
197,33,3.006037956,262,-97.57475,-0.767870727,5.9821715,7.07530155,8.59646046,8.198116766,99.04761905,21.3,93.55,0.34,0.318181818,1.454545455,3.160089992933007,35.705808930946056
198,48,1.90848502,1149,-118.085,-0.21195636199999998,1.383791231,4.869839484,8.20388092,5.234312037,12.38095238,16.5,0.0,0.28,0.13636363599999998,0.0,2.161177017338961,53.22321827591905
199,28,2.8603380069999997,442,-98.0425,-0.7896580809999999,4.619960271,6.710644905,8.13895246,8.764256374,15.23809524,26.2,95.89,0.17,0.545454546,0.0,2.892779873845086,33.1882924864109
200,6,3.1826999039999997,951,-111.59368,-1.197328262,8.207412738,5.611667186,7.783017373,7.891928932999999,72.38095238,19.0,0.21,0.07,0.954545455,0.0,2.750392683516666,14.284008444215871
201,60,2.041392686,371,-119.07611100000001,-0.427710717,3.889163711,4.684905154,8.031235618,8.158945583,2.857142857,15.6,0.06,0.0,0.045454546,0.0,2.0949579545745896,57.81109965169734
202,48,1.763427995,3018,-107.02058999999998,0.12398598,3.293983297,2.424802726,5.563351142,6.190725157999999,6.666666667,12.1,0.01,0.0,0.454545455,0.0,1.9393107874692197,48.35706816542473
203,49,2.262451091,1356,-111.99713,-0.7550225840000001,3.239070532,2.517696473,6.428676153,5.187944309,33.33333333,12.0,0.0,0.0,0.181818182,1.2424272729999999,2.136994594385058,52.787883764063864
204,63,2.471291711,2129,-107.332778,-0.149660775,4.073971772,4.365643155,7.980649337999999,4.38949865,24.76190476,13.5,4.99,0.0,0.954545455,1.5,2.426826775917309,51.50712929836578
205,59,2.496929647,1481,-116.85546000000001,-0.07364654,1.4516138269999999,2.624668592,6.0053378660000005,2.360854001,5.714285714,9.8,0.0,0.0,0.0,0.0,2.1097540541751836,58.04335923359372
206,39,3.169674433,1284,-112.153056,-0.957112726,2.341805806,8.417262353,8.652416265,6.3216671710000005,100.0,16.4,53.83,0.36,0.9090909090000001,1.0,3.2161577825798515,35.91805823634705
207,52,2.50242712,560,-122.932222,0.121332285,4.7402254169999996,5.033048889,7.262899953,4.399375273,6.666666667,18.2,0.0,2.13,0.22727272699999998,0.030304546,2.2973979866433387,55.095957562595835
208,42,2.252853032,1974,-104.845,-0.597837001,4.059925635,4.85903691,7.014931751000001,6.5949605060000005,45.19230769,15.1,0.31,1.48,0.045454546,0.0,2.352499712603005,43.98458359993886
209,49,2.320146286,538,-117.258889,-0.273121921,3.0708397460000003,5.86533427,8.086567841,6.012981391,40.95238095,17.0,0.01,0.83,0.090909091,0.0,2.327459727247571,48.95537961445932
210,12,3.976854145,385,-97.458333,-0.505838082,5.654627243999999,6.311916281,6.68711955,10.18261438,100.0,21.9,90.1,0.6,1.0,1.5,3.7332309264800028,17.75278717536625
211,39,2.939519254,611,-101.49706,-0.8746690570000001,8.350217286,5.739149618,8.56757447,9.858155403,42.85714286,23.3,67.68,0.15,0.727272727,0.636390909,2.9777821870103427,38.569070617715305
212,45,2.97634998,628,-101.83905,-0.88673193,9.125561048,5.785362462,8.843718051,9.453694311,49.03846154,28.4,42.14,0.13,1.0,1.41667,2.988723926944888,39.99663820358794
213,51,2.414973348,761,-119.41316,-0.8486320829999999,6.289270202999999,4.001863708999999,7.786399386,3.80666249,7.2289156629999995,25.5,10.1,0.03,0.772727273,1.5,2.5162436990454933,51.35963858774615
214,47,2.96848295,1065,-109.19751000000001,-0.8007323909999999,9.203867468,7.146457169,8.137627675,7.662373782,81.90476191,23.2,0.53,0.02,0.545454546,1.5,2.802410324071761,38.04635746956986
215,65,1.653212514,901,-120.988611,0.744790414,3.5539184689999996,2.517696473,5.502335181,3.856510295,11.42857143,8.8,0.0,0.01,0.0,0.0,1.6773557351535562,56.85947704843393
216,59,2.021189299,2514,-118.759722,-0.277071893,3.42816383,1.774952351,5.316977184,2.32238772,6.666666667,15.6,0.0,0.0,0.090909091,0.0,1.9741641872588205,59.14825328013139
217,60,1.8195439359999999,1152,-113.879722,0.169742775,3.753027274,2.104134154,7.0409023479999995,3.749504076,22.11538462,11.4,0.0,0.0,0.0,0.0,1.875252979521416,57.62943003594363
218,36,3.03702788,766,-103.56338000000001,-0.9288695140000001,6.549679353999999,5.493472881000001,8.840252458,10.62170288,66.66666667,15.1,37.97,0.0,1.0,1.2272727270000001,3.0316098387762556,36.83525625328107
219,22,3.5606238739999996,1113,-102.609167,-0.95191791,10.561435699999999,7.818349818,8.723970934,10.58128757,93.13725490000002,20.1,4.64,1.4,0.590909091,0.6667,3.322887465592135,24.587399396935442
220,44,2.68663627,1412,-119.705278,-0.334075112,7.75329302,5.970751506,7.926154809,7.301417675,63.10679612,20.6,6.26,1.24,0.363636364,0.39395909100000004,2.662610695315504,40.5369732287551
221,38,2.646403727,993,-103.15437,-0.634878272,6.312351679,6.155494834,8.247267209,8.857870859,40.95238095,23.0,2.78,0.92,0.13636363599999998,1.015159091,2.546343897394747,43.430943573839805
222,69,2.107209969,1838,-104.972222,-0.695149183,5.228752903,5.750984076,7.654976295,7.334720919,48.57142857,22.7,5.28,0.41,0.818181818,1.5,2.4755476591073062,48.48729040017421
223,47,2.9222062760000003,1717,-115.67,-0.936493439,7.280648985,6.3327466260000005,7.797291274,6.887756632,55.23809524,19.5,4.43,0.24,0.818181818,1.5,2.760445190554269,36.49633619923372
224,49,3.5327543789999996,479,-99.59309,-0.8486320829999999,7.111112362999999,6.688230172999999,8.756897882,9.483157507,85.71428571,16.4,50.2,0.18,1.0,0.6667,3.2787847962467307,38.92602860947036
225,28,2.69372695,2246,-109.11306,-0.996958635,4.487174628,6.413622877999999,8.623776679,6.769986349,86.66666667,16.6,0.0,0.12,1.0,0.310609091,2.610022836400599,37.8862151857581
226,35,2.561101384,549,-118.23,-0.318828801,5.491578862999999,5.502889532,8.267622499,6.682609725,21.90476191,17.8,0.01,0.09,0.363636364,0.0,2.245454657470087,43.69155201652922
227,34,3.056523723,747,-102.5968,-0.936493439,8.30459138,6.256709273999999,9.512288077000001,9.968966257,53.84615385,29.0,3.58,0.06,1.0,1.272736364,3.031318237182122,34.6393212796856
228,55,2.456366032,540,-118.18059,-0.35810453700000006,3.610377226,5.387243576,8.271059889,5.549465114,16.19047619,16.3,0.02,0.01,0.0,0.0,2.2487147835240275,51.375575576308364
229,66,2.000000001,1274,-122.9178,-0.019182819,1.8099267730000002,2.104134154,5.744165972999999,1.686398954,0.9523809520000001,10.8,0.0,0.0,0.0,0.0,1.925845228797113,66.03672741404594
230,67,1.90848502,989,-120.543889,0.21993842,3.336481067,3.514526067,6.296191772,3.758871826,15.23809524,18.7,0.0,0.0,0.0,0.0,1.9936033565782956,60.81273995894147
231,59,2.404833718,1058,-116.61913999999999,-0.432322562,3.317453388,2.7408400239999997,6.514391158,2.797281335,24.76190476,11.0,0.0,0.0,0.818181818,1.053031818,2.162107866702876,58.202245696900086
232,65,1.806179973,2015,-114.44525,-0.230671818,1.8000582719999998,1.62924054,6.953627858,4.039536326,19.23076923,7.0,0.0,0.0,0.13636363599999998,0.0,1.9034069885298506,52.012930007157024
233,67,2.627365857,1317,-118.41063999999999,-0.41400143899999997,3.8989377660000004,3.317815773,7.1066233510000005,1.648658626,42.26804124,13.6,0.0,0.0,0.0,1.5,2.321286989904702,57.4899562270056
234,68,1.653212514,1434,-119.17495,-0.570929548,2.415020522,1.5040773969999999,8.191042464,5.381738975,33.66336634,9.2,0.0,0.0,0.0,0.0,1.867211177690631,57.71858302645514
235,75,2.871572936,155,-123.717281,1.309683259,0.173953307,4.69501089,6.147108397,4.17438727,35.0,12.9,0.0,0.0,0.0,0.0,2.679670575822539,71.1419531019808
236,64,2.170261714,1130,-119.45251,-0.48939034299999995,3.236715743,2.939161922,6.927710571,3.645449896,13.33333333,16.4,0.0,0.0,0.0,0.0,2.036543258942092,59.765268288817076
237,39,2.7250945210000004,1480,-107.436944,-0.650087691,4.071587575,2.2300144,8.314705335,4.276666119,60.95238095,11.3,0.0,0.0,0.454545455,0.6667,2.342923960118863,42.63336461673147
238,22,2.755112267,543,-101.80795,-0.84629836,7.327096993,5.012633297,8.710252228,8.939371191000001,91.42857143,25.7,42.08,0.66,0.8636363640000001,1.060640909,3.0623788551367173,33.34351779520612
239,61,1.944482671,654,-122.63611100000001,-0.210721031,3.586292865,5.020585625,7.757696357,5.053694784,23.80952381,14.7,0.0,0.0,0.363636364,0.0,2.106669947323054,60.79580167212884
240,51,2.060697841,1174,-110.71565,-0.332679438,4.829033478,3.6661224669999997,7.8933734,5.47436931,24.50980392,6.0,2.05,0.0,0.636363636,0.6212318179999999,2.2660215166287014,47.9603733911967
241,38,2.1172712959999997,2288,-109.80228999999999,-0.7031975159999999,4.286341385,3.927896355,8.250661335,6.377746836,47.61904762,14.7,0.0,0.0,0.0,1.0,2.377965852800231,46.27460758969054
242,47,2.628388929,1407,-104.6275,-1.013352445,3.434309733,4.21508618,8.243727477,3.832979798,93.65079365,26.5,30.64,0.0,0.0,1.5,2.8807643155774443,38.11792516305621
243,41,2.95472479,466,-96.51138900000001,-0.45728485700000004,6.245273085,6.657368991,8.292133878,7.907761964,34.28571429,20.5,95.55,1.23,1.0,1.5984909090000001,2.954317599908995,38.46024073566211
244,37,3.293362555,283,-96.74555600000001,-0.6772738309999999,8.369861873,4.404277244,8.709296242999999,9.580717017000001,100.0,27.0,79.18,0.43,0.181818182,1.045472727,3.243874631291407,31.587842658585505
245,58,1.770852011,1355,-113.99451,-0.17078832100000002,3.041661205,1.9169226119999998,5.519659296,2.557227311,12.59259259,12.7,0.0,0.37,0.0,0.0,1.8657862770484313,63.95508083416673
246,72,2.267171728,1295,-116.22571,-0.177931208,3.0497468619999997,2.341805806,6.869706519,2.8273136219999997,25.71428571,10.0,0.0,0.0,0.5,0.6894,2.0277316939669685,61.071102036991626
247,68,1.740362688,756,-122.27986000000001,0.8948627840000001,-0.162518929,2.995732274,5.68729395,2.602689685,0.0,11.6,0.0,0.0,0.0,0.0,1.8498129314330332,67.72042521407516
248,36,3.0523091,312,-97.540278,-0.68319685,6.119923722999999,6.123369618,8.523931071,8.892844932000001,95.23809524,25.7,95.64,0.57,0.590909091,0.6667,3.1391085171540936,33.91426044523955
249,18,3.444669232,1558,-111.86805600000001,-0.8029620470000001,9.209450977000001,8.49580611,8.231176479,8.683453115,45.71428571,10.5,2.27,0.35,0.0,0.8788,3.0394653867036707,21.746346397865388
250,58,2.041392686,647,-121.67388899999999,-0.576253429,3.832979798,4.990432587,7.9928459620000005,6.285439278999999,5.714285714,16.3,0.0,0.06,0.090909091,0.901522727,2.215428616200084,53.864898245557065
251,32,2.127104797,1402,-111.170556,-0.117658043,7.794254622,3.563882964,7.584407357999999,6.384013263,47.61904762,18.3,3.22,0.05,0.181818182,1.0,2.338063245286338,41.56187532878847
252,37,2.887054378,603,-101.01628000000001,-0.8164453970000001,5.637250858,4.767289035,8.874709441,7.209710011,57.14285714,19.1,47.42,0.03,0.272727273,1.037886364,2.884374785105198,38.25566022460836
253,43,2.320146286,154,-123.50137,0.23586232399999998,5.785669634,5.384495062999999,5.968809837999999,3.034952987,38.095238099999996,18.0,4.6,0.02,0.0,0.0,2.405202230881793,52.9903117898771
254,49,2.661812687,2376,-111.57751,-0.22314355100000002,5.298517347,4.339901708,7.418316031,3.897924081,26.66666667,12.0,0.2,0.01,0.0,0.42425,2.3628717848701792,51.16116175134968
255,56,2.212187604,1047,-120.86765,0.239803992,3.1363634030000003,2.862200881,6.544928595,3.3877743610000004,1.052631579,9.8,0.0,0.01,0.22727272699999998,0.0,1.9440173987631046,59.83543257190006
256,67,1.9912260769999999,506,-123.41309,0.491642804,3.8469510089999996,3.17805383,6.973896889,3.113515309,1.904761905,15.3,0.0,0.0,0.0,0.181827273,1.9605273888353634,64.77510284646293
257,70,1.9912260769999999,1715,-122.52972199999999,0.306749135,1.738710248,3.254242969,6.537133529,2.995732274,10.47619048,15.1,0.0,0.0,0.22727272699999998,0.0,1.8608348804550334,62.76117340197176
258,34,2.979548375,326,-98.07446999999999,-0.8164453970000001,8.979586687000001,6.0647150089999995,8.296568715,8.403755699999998,62.74509804,24.5,71.49,0.4,0.636363636,0.121218182,3.0383748395566825,29.9135773271596
259,62,1.8195439359999999,1010,-121.65964,0.357674444,2.323367632,2.9704144660000003,5.935145487000001,2.7472709139999996,12.0,12.4,0.0,0.51,0.0,0.0,1.8136046934955716,62.33098604275719
260,69,2.3579348469999997,1375,-116.97443999999999,-0.36672528,1.297463147,4.957234517,7.827232927000001,4.14472077,36.19047619,14.9,0.02,0.08,0.0,0.0,2.3542647478289953,53.824903842673095
261,18,2.755112267,1102,-106.10215,-1.005121946,9.565948347,8.937179028,8.093413694,10.36437791,99.04761905,27.0,1.26,0.04,0.8636363640000001,0.575772727,2.8434189668989243,19.28218341461692
262,52,2.462397998,1380,-118.82789,-0.13238918800000002,4.023385473,2.602689685,6.651063419,2.721295428,8.571428571,15.5,0.0,0.01,0.13636363599999998,0.0,1.9631715611871834,59.1971905634922
263,67,3.2782962089999996,2215,-115.96683999999999,-0.23572233399999998,1.89009537,4.206184044,7.0695960289999995,9.354665799,13.33333333,13.2,0.0,0.0,0.045454546,0.0,2.7439776195475964,56.06683764588048
264,28,2.760422484,2221,-114.27666699999999,-0.7657178729999999,0.598836501,6.43422544,7.368152918,5.320567975,28.57142857,21.0,0.0,0.0,0.454545455,1.5,2.666524342243247,38.620187310740135
265,40,2.255272504,1875,-108.97901999999999,-0.652005237,4.688591794,4.287715955,8.128376624,7.590751107999999,7.692307692000001,5.1,0.83,0.0,1.0,1.0,2.2595018265161992,41.16966304360889
266,64,2.281033366,1231,-118.73584,-0.37542098700000004,5.076110876,3.6532522760000004,7.01037053,4.5880240269999994,9.803921569,13.0,0.0,0.24,0.181818182,0.33335,2.170139701699351,57.65495793894605
267,66,2.184691431,230,-123.29801,0.8725478090000001,4.879615032,4.7908195330000005,5.94877362,3.6558396,26.66666667,15.5,0.0,0.03,0.045454546,0.363640909,2.1014847663253247,61.5422708681422
268,69,2.344392274,258,-121.72861100000001,0.038258712,1.208960346,5.455748374,7.82342862,6.4737363629999995,9.523809523999999,14.6,0.0,0.0,0.0,0.0,2.1397455737331734,60.79386481549811
269,75,1.903089987,575,-122.911111,0.24137632,4.26394668,5.153291594,7.81516423,4.909709376,2.857142857,12.3,0.0,0.0,0.0,0.0,2.037766907191188,61.70121294107575
270,57,2.127104797,658,-120.20966000000001,-0.7571525109999999,5.894843509,4.441474093,8.096843049,6.141822329,26.66666667,22.2,1.63,0.0,0.8636363640000001,0.9090909090000001,2.323022024512659,51.34417237358576
271,53,2.096910014,2699,-109.981944,-0.210721031,2.7574750839999997,2.140066163,7.191922562999999,5.11559573,13.33333333,13.3,0.0,0.0,0.590909091,0.0,2.1062057844280253,54.172293309028774
272,56,2.541579243,1753,-116.99916699999999,-0.42617815,5.2661040439999995,5.718014057,7.822536071,4.480740108,7.619047619,13.6,0.03,2.76,0.0,0.0,2.3997261919131754,47.35634257658894
273,72,2.025305866,313,-123.74491,0.608678024,4.283448621000001,4.918520005,6.863264061000001,3.947390149,8.571428571,15.1,0.0,0.0,0.0,0.0,1.9704625007192957,64.08150865143708
274,59,2.033423755,214,-124.04,0.661140384,1.909542505,4.97742316,7.261933484,6.003887067000001,5.714285714,13.9,0.0,0.0,0.0,0.0,2.005428366015696,62.87110658303731
275,38,2.6580113969999997,1013,-106.16078,-0.7962879390000001,6.176075149,6.253059285,8.891871699,10.63347762,92.38095238,9.4,1.74,0.0,0.954545455,1.25,2.7574046190708423,37.8638290046907
276,43,1.544068045,1415,-118.51285,-0.294371061,3.413455279,2.587764035,6.554914404,2.2617630980000003,11.82795699,13.0,0.0,0.0,0.0,0.0,1.9209594655751563,58.94548139179243
277,63,1.892094603,1156,-119.81356000000001,-0.369615455,4.578312732,3.0252910760000002,7.68770802,2.681021529,6.666666667,13.5,0.0,0.0,0.25,0.04762142900000001,2.0019263728658454,61.57271880007944
278,47,2.8407332339999996,883,-103.3443,-0.93140437,5.302757495,5.088830142,9.518741667999999,8.879862135,89.52380952,25.4,6.51,0.0,1.0,1.5,2.9303948441938084,38.728622290324076
279,41,3.03702788,641,-102.13625,-0.869884359,8.246743125,5.926659324,8.431853144,9.345247067999999,39.04761905,23.5,73.71,1.0,0.818181818,1.840922727,2.962490393265395,40.42280825184432
